revision_timing,nth_revision,sleep_duration,topic_difficulty,study_duration,session_time,S_true,retention_percentage
14.0,6,5.2,6,79,0,807.8,98.83
13.7,4,8.1,7,109,0,292.42,99.15
3.5,2,4.1,5,59,2,51.48,96.77
53.9,1,5.9,5,87,0,45.96,34.07
96.9,2,7.7,6,43,3,65.81,36.21
124.7,3,8.1,7,83,1,141.58,44.23
16.1,1,7.0,6,71,0,48.21,77.72
4.7,1,2.4,6,83,1,21.98,82.71
187.9,5,8.5,10,51,2,354.15,64.87
15.1,3,6.1,7,107,3,114.58,80.72
36.7,3,5.7,2,86,2,157.98,70.45
21.9,2,6.5,8,47,1,59.55,64.23
47.3,5,7.2,6,162,1,540.84,85.98
14.1,3,4.4,7,71,3,78.91,77.57
16.8,2,6.9,7,28,3,52.24,73.14
43.9,2,5.2,4,76,1,78.92,52.92
2.6,9,9.1,9,64,2,4015.92,96.2
22.6,2,8.0,5,127,1,96.48,72.29
2.6,2,6.3,8,123,3,62.87,99.45
3.0,3,9.3,7,156,1,158.7,100.0
22.1,9,6.1,7,60,1,3956.01,97.39
18.9,2,3.6,10,98,2,44.45,64.15
67.9,4,7.2,8,75,0,257.26,74.58
6.8,0,7.2,6,64,2,23.39,70.43
75.5,5,5.7,2,137,2,569.63,86.22
536.6,1,7.0,3,37,3,42.61,0.0
14.9,3,7.5,6,127,2,158.07,83.24
102.9,2,5.8,7,140,2,73.6,25.51
18.7,4,5.9,3,99,2,275.17,93.29
5.9,0,6.0,1,104,2,30.23,78.31
24.8,0,5.8,8,155,3,19.84,29.36
6.8,2,5.8,10,46,0,58.63,84.59
68.9,4,8.1,5,180,3,278.87,77.9
717.1,3,7.0,6,107,1,157.51,2.89
11.9,2,6.8,7,54,0,68.72,80.08
15.0,1,4.4,7,42,0,27.75,59.21
13.0,0,6.1,7,120,2,22.07,59.12
30.1,5,6.4,4,25,2,386.78,93.31
8.1,0,5.8,7,180,2,22.72,74.57
1.8,6,7.6,9,62,2,685.13,91.27
0.7,1,4.2,8,59,0,27.64,94.58
87.9,5,5.1,6,84,3,370.11,82.84
73.5,2,2.0,2,50,1,45.97,19.93
279.0,0,4.8,7,77,0,16.85,5.9
16.4,3,8.5,5,159,0,190.14,93.55
40.3,0,4.3,4,37,2,15.87,11.75
376.8,0,5.2,4,69,1,23.94,0.0
9.6,3,8.3,6,81,2,142.28,92.7
7.8,0,4.2,2,92,3,18.89,64.94
37.3,5,3.3,7,40,1,268.27,87.59
6.9,0,7.1,3,180,2,32.54,86.68
43.2,3,7.9,5,129,1,174.42,71.25
16.1,1,6.7,9,100,2,34.56,61.58
3.7,5,2.0,2,44,2,253.32,100.0
7.4,2,6.4,5,167,1,85.05,100.0
1.0,1,5.6,2,82,1,50.31,100.0
126.0,5,6.2,5,94,2,436.04,78.45
137.6,1,5.7,9,64,2,31.69,0.0
4.7,0,5.2,6,52,3,18.08,79.68
75.9,5,6.8,6,84,3,370.11,84.7
3.3,4,4.5,9,155,1,169.58,99.39
8.1,3,5.2,8,128,1,130.01,99.27
24.1,4,6.6,7,55,1,206.7,93.56
20.9,3,6.5,8,104,2,118.32,91.64
3.9,5,5.5,5,64,1,422.32,100.0
38.1,0,7.8,7,104,2,24.48,22.5
19.3,3,10.0,5,60,2,142.45,83.88
13.2,3,2.0,5,87,0,81.91,84.17
24.0,3,5.2,7,92,3,110.68,77.17
33.8,1,6.4,1,148,2,58.06,51.56
22.3,2,7.4,7,66,0,81.48,82.67
191.3,3,5.1,3,53,2,136.61,20.58
42.4,3,3.4,5,73,2,95.97,62.52
1.1,2,7.4,9,157,0,86.67,97.15
4.8,0,6.0,7,96,0,23.51,80.53
13.5,8,5.6,9,77,2,2003.53,95.94
25.7,1,6.9,9,36,0,33.14,49.35
15.0,4,3.8,5,75,0,195.3,93.67
9.9,4,5.8,5,70,0,257.22,100.0
52.2,2,5.2,6,141,2,77.41,53.91
21.5,4,6.7,4,180,3,256.52,98.95
17.1,1,7.5,6,180,2,49.46,65.32
13.5,3,6.1,7,108,3,114.84,89.33
306.7,4,6.8,7,81,3,194.07,14.91
11.8,3,7.3,6,70,2,138.5,96.38
79.2,5,5.0,4,29,0,439.99,87.86
21.5,0,6.5,6,51,0,22.14,40.68
148.4,6,5.1,3,51,2,792.58,86.41
53.8,3,5.6,8,68,3,99.53,54.73
20.3,6,7.1,5,162,1,1026.74,98.88
88.4,0,6.6,9,53,2,17.12,6.2
32.9,2,3.3,6,57,1,50.59,55.4
15.8,0,6.4,9,37,1,17.09,37.97
45.0,1,8.1,7,56,3,35.96,28.87
78.6,5,7.1,7,68,1,442.19,91.67
12.9,2,8.0,9,135,2,77.04,90.51
31.2,0,6.7,5,67,0,24.32,25.22
8.0,2,5.5,4,72,0,84.4,89.45
1.2,1,4.7,7,49,0,28.26,94.89
9.0,3,6.6,3,106,2,155.35,97.83
104.0,2,3.8,5,83,1,56.91,12.31
7.1,1,7.9,6,65,2,42.22,87.51
120.4,1,7.0,6,180,0,55.64,11.94
0.9,1,7.0,8,61,3,34.71,97.19
121.8,0,6.5,7,10,2,16.71,0.0
2.1,0,7.5,5,31,3,20.74,89.58
3.4,2,6.8,7,141,0,82.8,91.13
1.7,5,7.0,4,20,0,493.42,98.87
44.5,0,6.1,9,57,2,17.29,6.31
36.4,0,2.5,7,45,2,10.13,8.94
40.2,4,2.5,7,74,2,114.48,67.44
133.6,4,9.4,7,70,0,266.64,64.05
28.7,5,4.8,5,53,3,271.01,87.13
70.0,4,4.9,5,107,2,187.21,71.65
52.1,0,6.1,8,116,3,19.11,5.31
261.5,1,7.3,2,114,1,62.31,0.0
16.2,1,5.9,5,20,2,34.34,67.19
147.2,0,5.3,8,116,2,20.84,0.0
19.2,4,4.8,8,78,2,150.23,83.26
129.6,5,5.4,3,67,0,515.98,80.21
48.1,2,5.3,4,39,1,71.78,45.46
3.2,2,7.0,4,180,3,91.05,94.75
2.1,0,7.1,3,111,3,28.4,87.7
69.2,1,3.9,6,65,2,27.53,4.62
18.1,3,6.9,6,49,2,114.16,90.36
18.8,1,6.6,3,118,3,45.15,66.56
10.6,3,6.2,8,79,1,116.2,89.83
2.8,1,6.1,7,74,0,40.15,91.76
8.2,1,4.8,7,153,0,34.5,80.95
39.0,4,7.7,7,72,2,238.19,86.9
6.3,4,3.3,5,87,3,163.81,93.43
43.8,0,6.4,4,36,2,21.1,6.17
29.6,4,5.3,6,103,3,214.98,84.13
13.7,3,10.0,8,42,3,107.04,82.39
4.2,2,5.8,4,163,1,89.97,98.82
411.1,1,5.5,7,45,1,34.53,0.0
115.9,0,3.8,1,109,0,25.8,2.37
9.2,0,7.7,6,61,2,23.22,68.32
18.4,2,7.2,9,71,3,61.19,83.25
18.5,5,8.5,3,109,1,607.07,94.2
94.8,0,6.3,8,122,2,21.12,1.38
22.7,0,7.0,6,91,2,24.98,33.44
87.7,2,3.6,8,163,0,59.18,17.67
482.7,1,6.8,10,91,3,29.69,3.23
3.5,5,6.7,7,80,0,427.69,100.0
16.1,0,5.0,4,70,1,24.0,50.44
7.4,0,6.0,1,131,1,33.43,86.58
31.9,2,8.7,2,57,2,93.95,70.95
16.8,1,4.9,6,164,3,29.57,52.44
245.6,7,5.3,3,180,1,1804.44,90.56
7.2,5,6.5,9,46,2,317.59,99.62
10.5,2,6.9,7,131,0,82.38,80.84
0.9,5,7.1,6,49,3,389.93,100.0
6.7,1,7.4,9,153,1,44.58,85.51
20.9,1,7.5,4,84,1,51.4,61.78
6.4,0,7.2,3,61,3,25.2,83.39
53.0,1,4.9,8,90,1,27.62,17.21
14.7,3,4.9,7,34,0,87.98,87.57
52.4,0,7.7,6,77,2,24.16,11.65
100.2,5,8.1,6,116,2,499.92,81.32
148.0,2,9.9,7,115,0,91.48,19.64
21.0,2,9.2,5,149,3,86.07,72.78
461.3,2,7.0,4,144,0,111.74,0.0
6.8,6,7.2,6,89,3,775.3,100.0
5.7,1,6.6,7,93,3,34.24,90.79
46.0,1,8.0,10,93,3,34.3,25.31
30.6,0,3.7,8,152,3,14.88,15.46
76.7,1,9.1,7,58,2,39.43,14.74
205.0,3,5.5,5,83,3,120.19,16.49
5.7,0,3.9,9,40,1,12.92,67.25
19.9,3,7.6,4,22,0,153.15,98.46
2.6,0,6.8,8,128,1,22.29,88.65
1.1,1,5.3,7,53,0,38.08,100.0
13.3,1,4.8,5,135,3,31.18,61.05
255.2,2,5.2,6,140,0,87.09,0.0
142.5,3,5.8,9,83,3,98.62,21.3
1.7,4,6.9,4,39,1,232.58,93.18
4.6,4,5.9,7,158,3,218.59,100.0
59.5,5,10.0,9,69,2,387.37,89.54
3.1,1,8.5,7,166,3,43.1,91.43
1.3,4,5.1,9,180,2,217.06,88.75
12.8,1,5.5,5,38,2,36.09,76.49
90.9,4,5.0,8,91,3,189.42,63.34
73.7,1,6.9,4,30,1,38.92,10.43
6.1,4,5.0,2,65,0,303.88,91.03
49.0,5,8.6,4,122,3,518.11,98.49
178.4,0,3.5,6,68,2,15.41,0.0
15.1,0,6.3,7,29,0,19.84,44.32
3.2,1,6.2,6,86,1,40.26,89.4
17.0,1,5.3,6,71,1,38.82,66.33
28.5,6,5.1,7,83,0,775.43,97.88
20.6,7,2.0,3,49,3,715.52,97.58
22.7,1,6.9,7,50,0,37.78,58.59
46.5,5,4.9,9,66,2,250.75,86.69
53.6,4,6.7,6,91,0,256.58,79.35
18.1,6,7.5,3,57,2,925.69,95.43
35.5,0,4.7,1,19,3,16.74,5.64
49.3,1,6.4,8,37,2,30.92,27.48
7.7,2,5.9,8,180,2,70.14,90.39
122.6,5,8.1,8,118,3,417.05,78.54
71.6,0,4.4,6,34,2,14.11,6.32
37.9,1,2.0,6,81,0,23.63,20.82
150.3,0,6.2,6,171,0,26.88,5.44
67.7,1,8.0,7,145,3,43.1,18.58
4.4,2,7.6,8,150,2,80.66,90.99
271.4,5,6.2,8,97,3,345.78,35.03
3.6,2,8.7,6,82,1,82.54,97.67
4.7,2,6.9,9,167,1,69.78,85.0
63.9,7,5.7,5,33,0,1362.48,98.04
82.7,1,4.1,5,46,3,25.35,0.0
3.6,3,4.5,3,58,3,95.13,100.0
111.3,1,6.4,7,111,0,43.8,8.33
65.8,1,7.8,6,23,2,37.77,22.16
6.9,1,5.8,6,61,2,36.34,86.6
32.2,1,4.6,6,104,3,27.71,35.73
97.6,1,2.0,5,134,1,25.99,2.31
20.5,0,5.9,4,52,2,22.01,39.36
308.0,1,5.3,2,96,1,52.0,0.0
18.2,0,8.3,2,132,0,38.89,64.75
81.6,1,5.4,6,76,1,39.3,10.17
5.1,1,6.5,7,49,0,37.69,87.64
33.0,2,7.2,8,144,3,73.94,60.78
466.8,5,5.7,8,125,3,368.28,22.57
2.7,4,4.3,5,93,1,188.81,98.57
17.1,1,9.4,6,16,1,38.57,62.69
119.9,3,5.1,5,54,2,121.98,30.74
3.6,2,7.0,4,38,3,72.45,88.64
20.2,6,8.8,4,43,3,770.79,99.98
7.1,9,7.4,8,70,0,4801.58,100.0
386.2,6,7.1,5,64,3,769.3,50.19
6.5,0,6.4,7,66,0,21.87,74.79
90.8,5,8.1,6,100,3,441.94,86.17
32.6,3,4.1,5,39,0,98.94,72.98
2.6,3,5.6,4,69,2,134.04,90.89
20.5,2,6.8,5,180,2,81.65,74.49
165.6,4,5.9,4,66,2,239.47,50.29
2.0,6,8.5,7,59,2,746.97,98.5
1.2,2,4.1,8,98,3,44.57,99.0
39.2,0,8.6,5,70,2,25.05,22.45
17.2,0,8.2,6,91,3,22.9,49.27
16.7,2,4.0,8,155,0,59.18,70.44
1.4,4,7.1,3,180,0,384.28,99.9
28.8,3,4.9,7,145,2,99.36,80.42
313.7,0,5.8,10,151,2,19.79,0.0
17.7,0,6.3,6,89,0,24.33,48.62
8.3,2,3.8,7,26,0,47.82,82.56
240.5,0,6.2,8,161,3,19.84,0.0
107.4,0,5.6,4,87,0,27.01,0.0
6.0,1,7.9,5,44,1,43.94,91.62
28.4,0,8.1,3,121,0,35.64,44.7
10.4,5,3.9,8,101,1,297.44,98.62
58.6,0,7.3,10,61,3,17.63,6.87
27.6,0,4.5,4,123,1,20.37,22.22
103.2,3,5.9,1,49,1,160.54,49.31
168.7,1,4.7,3,134,1,39.79,0.0
241.0,1,9.6,9,83,2,38.18,1.91
113.6,2,5.6,9,102,0,70.31,23.06
46.5,0,3.3,8,175,1,16.91,17.42
37.1,2,5.2,5,57,0,76.83,67.48
7.9,6,5.3,5,35,1,704.69,95.67
21.8,0,3.8,8,53,0,15.12,28.54
38.4,6,8.4,6,180,1,973.51,100.0
82.7,0,6.6,6,90,0,24.38,0.0
52.0,2,5.8,3,83,3,74.97,44.11
14.0,3,6.4,7,45,0,120.83,93.15
184.0,5,5.0,9,85,2,350.24,58.05
0.5,1,6.6,6,31,0,37.77,100.0
13.6,7,6.5,5,129,1,1592.15,100.0
7.9,2,3.2,6,42,3,42.81,82.63
87.1,8,7.1,6,25,1,2421.94,100.0
12.4,4,4.8,7,14,3,122.02,81.8
7.3,2,6.8,5,80,1,75.33,91.75
147.6,3,5.9,2,83,0,176.45,55.14
17.2,0,6.0,9,151,0,23.26,49.89
40.8,3,7.0,7,163,1,158.7,76.56
34.9,0,9.2,4,113,3,26.88,25.64
128.1,4,6.6,7,39,0,214.04,54.47
225.4,0,5.9,5,39,0,22.62,0.0
4.6,0,3.4,7,89,2,15.42,73.89
19.0,2,5.9,9,70,3,53.08,70.89
